Gene_Id,Hugo_Symbol,my_Id
112802,KRT71,16967
112812,FDX2,16968
112817,HOGA1,16969
11282,MGAT4B,8873
11283,CYP4F8,8874
11284,PNKP,8875
112840,WDR89,16970
112849,L3HYPDH,16972
11285,B4GALT7,8876
112858,TP53RK,16973
112869,SGF29,16974
112885,PHF21B,16975
112936,VPS26B,16976
112937,GLB1L3,16977
112939,NACC1,16978
112942,CFAP36,16979
112950,MED8,16980
112970,KTI12,16981
113,ADCY7,95
1130,LYST,935
113000,RPUSD1,16982
113026,PLCD3,16983
11309,SLCO2B1,8877
1131,CHRM3,936
11311,VPS45,8878
113115,MTFR2,16985
11313,LYPLA2,8879
113130,CDCA5,16986
11314,CD300A,8880
113146,AHNAK2,16987
11315,PARK7,8881
11316,COPE,8882
11317,RBPJL,8883
113174,SAAL1,16989
113178,SCAMP4,16991
113179,ADAT3,16992
113189,CHST14,16993
11319,ECD,8885
1132,CHRM4,937
11320,MGAT4A,8886
113201,GOLM2,16994
11321,GPN1,8887
11322,TMC6,8888
113220,KIF12,16995
113230,MISP3,16996
113235,SLC46A1,16997
113246,C12orf57,16998
11325,DDX42,8889
113251,LARP4,16999
11326,VSIG4,8890
113263,GLCCI1,17000
113277,TMEM106A,17001
113278,SLC52A3,17002
11328,FKBP9,8891
11329,STK38,8892
11330,CTRC,8893
11331,PHB2,8894
11332,ACOT7,8895
11333,PDAP1,8896
11334,TUSC2,8897
11335,CBX3,8898
11336,EXOC3,8899
11337,GABARAP,8900
11338,U2AF2,8901
11339,OIP5,8902
1134,CHRNA1,939
11340,EXOSC8,8903
113402,SFT2D1,17003
11341,SCRG1,8904
113419,TEX261,17004
11342,RNF13,8905
11343,MGLL,8906
11344,TWF2,8907
113444,SMIM12,17005
11345,GABARAPL2,8908
113451,AZIN2,17006
113452,TMEM54,17007
11346,SYNPO,8909
113612,CYP2U1,17011
113622,ADPRHL1,17012
113655,MFSD3,17013
113675,SDSL,17014
113730,KLHDC7B,17016
113791,PIK3IP1,17019
1138,CHRNA5,943
113802,HENMT1,17020
113828,FAM83F,17021
113878,DTX2,17024
114,ADCY8,96
114034,TOE1,17026
114049,BUD23,17033
114088,TRIM9,17035
114112,TXNRD3,17036
114131,UCN3,17037
114132,SIGLEC11,17038
114134,SLC2A13,17039
114294,LACTB,17056
114327,EFHC1,17057
114336,CGB2,17059
114483834,ABCF2-H2BK1,59026
1145,CHRNE,950
114569,MAL2,17064
114571,SLC22A9,17065
114609,TIRAP,17067
114625,ERMAP,17070
1147,CHUK,952
114757,CYGB,17074
114769,CARD16,17078
114770,PGLYRP2,17079
114781,BTBD9,17082
114783,LMTK3,17083
114784,CSMD2,17084
114785,MBD6,17085
114786,XKR4,17086
114787,GPRIN1,17087
114788,CSMD3,17088
114789,SLC25A25,17089
114790,STK11IP,17090
114791,TUBGCP5,17091
114793,FMNL2,17093
114794,ELFN2,17094
114795,TMEM132B,17095
114798,SLITRK1,17097
114799,ESCO1,17098
114800,CCDC85A,17099
114801,TMEM200A,17100
114803,MYSM1,17101
114804,RNF157,17102
114805,GALNT13,17103
114815,SORCS1,17105
114818,KLHL29,17107
114821,ZBED9,17109
114822,RHPN1,17110
114823,LENG8,17111
114824,PNMA5,17112
114825,PWWP2A,17113
114826,SMYD4,17114
114827,FHAD1,17115
114836,SLAMF6,17116
114876,OSBPL1A,17117
114879,OSBPL5,17118
114880,OSBPL6,17119
114881,OSBPL7,17120
114882,OSBPL8,17121
114883,OSBPL9,17122
114884,OSBPL10,17123
114885,OSBPL11,17124
114897,C1QTNF1,17126
114898,C1QTNF2,17127
114899,C1QTNF3,17128
114900,C1QTNF4,17129
114902,C1QTNF5,17130
114904,C1QTNF6,17131
114905,C1QTNF7,17132
114908,TMEM123,17134
114926,SMIM19,17136
114928,GPRASP2,17137
114971,PTPMT1,17140
114984,FLYWCH2,17141
114990,VASN,17143
114991,ZNF618,17144
115,ADCY9,97
115004,CGAS,17145
115024,NT5C3B,17147
115098,CCDC124,17148
115106,HAUS1,17149
1152,CKB,954
115201,ATG4A,17154
115207,KCTD12,17155
115209,OMA1,17156
115273,RAB42,17158
115286,SLC25A26,17159
115290,FBXO17,17160
115294,PCMTD1,17161
1153,CIRBP,955
115352,FCRL3,17164
115353,LRRC42,17165
115361,GBP4,17166
115362,GBP5,17167
115416,MALSU1,17169
115426,UHRF2,17170
1155,TBCB,957
115509,ZNF689,17171
115548,FCHO2,17172
115557,ARHGEF25,17173
115560,ZNF501,17174
115650,TNFRSF13C,17177
115677,NOSTRIN,17179
115701,ALPK2,17180
115703,ARHGAP33,17181
115704,EVI5L,17182
115708,TRMT61A,17183
115727,RASGRP4,17184
115749,C12orf56,17185
115752,DIS3L,17186
115761,ARL11,17187
1158,CKM,960
115811,IQCD,17189
115817,DHRS1,17190
115825,WDFY2,17191
115827,RAB3C,17192
1159,CKMT1B,961
115908,CTHRC1,17194
115939,TSR3,17195
115948,ODAD3,17196
115950,ZNF653,17197
115992,RNF166,17198
116,ADCYAP1,98
1160,CKMT2,962
116028,RMI2,17199
116039,OSR2,17200
116064,LRRC58,17201
116068,LYSMD3,17202
116092,DNTTIP1,17205
1161,ERCC8,963
116113,FOXP4,17207
116115,ZNF526,17208
116135,LRRC3B,17210
116138,KLHDC3,17211
116143,DNAAF10,17212
116150,NUS1,17214
116151,FAM210B,17215
116154,PHACTR3,17216
116173,CMTM5,17218
116224,PABIR1,17221
116225,ZMYND19,17222
116228,COX20,17223
116236,ABHD15,17224
116238,TLCD1,17225
116254,GINM1,17226
116285,ACSM1,17228
1163,CKS1B,964
116362,RBP7,17232
116372,LYPD1,17234
1164,CKS2,965
116412,ZNF837,17236
116441,TM4SF18,17238
116442,RAB39B,17239
116447,TOP1MT,17242
116448,OLIG1,17243
116449,CLNK,17244
116461,TSEN15,17245
116496,NIBAN1,17246
116519,APOA5,17249
116535,MRGPRF,17251
116540,MRPL53,17252
116541,MRPL54,17253
116729,PPP1R27,17256
116835,HSPA12B,17262
116840,CNTROB,17263
116841,SNAP47,17264
116842,LEAP2,17265
116843,SLC18B1,17266
116844,LRG1,17267
116931,MED12L,17268
116966,WDR17,17274
116983,ACAP3,17276
116984,ARAP2,17277
116985,ARAP1,17278
116986,AGAP2,17279
116987,AGAP1,17280
116988,AGAP3,17281
117,ADCYAP1R1,99
117143,TADA1,17283
117145,THEM4,17285
117154,DACH2,17287
117156,SCGB3A2,17289
117157,SH2D1B,17290
117159,DCD,17291
117177,RAB3IP,17293
117178,SSX2IP,17294
117246,FTSJ3,17307
117247,SLC16A10,17308
117248,GALNT15,17309
117289,TAGAP,17313
1173,AP2M1,967
1174,AP1S1,968
1175,AP2S1,969
117531,TMC1,17314
117581,TWIST2,17317
117583,PARD3B,17318
117584,RFFL,17319
1176,AP3S1,970
117608,ZNF354B,17320
1178,CLC,971
1179,CLCA1,972
118,ADD1,100
1181,CLCN2,974
1182,CLCN3,975
1183,CLCN4,976
1184,CLCN5,977
118424,UBE2J2,17323
118426,BORCS5,17325
118427,OLFM3,17326
118429,ANTXR2,17327
118430,MUCL1,17328
118460,EXOSC6,17332
118461,C10orf71,17333
118471,PRAP1,17334
118472,ZNF511,17335
118487,CHCHD1,17336
1185,CLCN6,978
1186,CLCN7,979
118663,BTBD16,17340
118788,PIK3AP1,17344
1188,CLCNKB,981
118812,MORN4,17345
118813,ZFYVE27,17346
118881,COMTD1,17348
118924,FRA10AC1,17349
118932,ANKRD22,17350
118980,SFXN2,17352
118987,PDZD8,17353
119,ADD2,101
119032,BORCS7,17355
1191,CLU,982
1192,CLIC1,983
1193,CLIC2,984
119391,GSTO2,17360
119392,SFR1,17361
119467,CLRN3,17364
1195,CLK1,985
119504,ANAPC16,17365
119559,SFXN4,17367
119587,CPXM2,17368
1196,CLK2,986
119710,IFTAP,17377
1198,CLK3,988
12,SERPINA3,7
120,ADD3,102
1200,TPP1,989
120071,LARGE2,17388
1201,CLN3,990
120103,SLC36A4,17389
120114,FAT3,17390
120224,TMEM45B,17393
120237,DBX1,17395
1203,CLN5,991
120379,PIH1D2,17400
120400,NXPE1,17401
120406,NXPE2,17402
120425,JAML,17403
120526,DNAJC24,17405
120534,ARL14EP,17407
1207,CLNS1A,993
1208,CLPS,994
120892,LRRK2,17417
1209,CLPTM1,995
121006,FAM186A,17420
121053,NOPCHAP1,17423
1211,CLTA,996
1212,CLTB,997
121227,LRIG3,17429
121256,TMEM132D,17430
121260,SLC15A4,17431
1213,CLTC,998
121340,SP7,17440
121355,GTSF1,17441
121441,NEDD1,17445
121457,IKBIP,17447
1215,CMA1,999
121504,H4C16,17449
121506,ERP27,17450
121512,FGD4,17451
121536,AEBP2,17453
121551,ABTB3,17455
121642,ALKBH2,17458
121665,SPPL3,17460
122060,SLAIN1,17473
122402,TDRD9,17479
122481,AK7,17483
122553,TRAPPC6B,17487
122618,PLD4,17491
122622,ADSS1,17492
122664,TPPP2,17495
122704,MRPL52,17497
122769,LRR1,17502
122786,FRMD6,17504
122830,NAA30,17506
122953,JDP2,17515
122961,ISCA2,17516
122970,ACOT4,17517
123,PLIN2,104
1230,CCR1,1001
123016,TTC8,17518
123036,TC2N,17519
123096,SLC25A29,17521
123099,DEGS2,17522
123169,LEO1,17524
123207,C15orf40,17525
123228,SENP8,17526
123263,MTFMT,17527
123264,SLC51B,17528
123283,TARS3,17529
1235,CCR6,1005
123606,NIPA1,17533
123688,HYKK,17535
123720,WHAMM,17536
123775,C16orf46,17539
1238,ACKR2,1008
123803,NTAN1,17541
123811,CEP20,17542
123872,DNAAF1,17544
123879,DCUN1D3,17546
123920,CMTM3,17548
124,ADH1A,105
1240,CMKLR1,1009
124044,SPATA2L,17550
124045,SPATA33,17551
124056,NOXO1,17552
124093,CCDC78,17553
1241,LTB4R,1010
124220,ZG16B,17557
124222,PAQR4,17559
124245,ZC3H18,17560
124359,CDYL2,17562
1244,ABCC2,1012
124401,ANKS3,17563
124402,UBALD1,17564
124446,TMEM219,17567
124454,EARS2,17568
124460,SNX20,17569
124540,MSI2,17575
124565,SLC38A10,17576
124583,CANT1,17577
124602,KIF19,17580
124641,OVCA2,17583
124739,USP43,17585
124783,SPATA32,17588
124790,HEXIM2,17589
124801,LSM12,17590
124808,CCDC43,17591
124842,TMEM132E,17593
124872,B4GALNT2,17597
124925,SEZ6,17600
124930,ANKRD13B,17601
124935,SLC43A2,17602
124936,CYB5D2,17603
124944,C17orf49,17604
124961,ZFP3,17605
124975,GGT6,17607
124976,SPNS2,17608
124995,MRPL10,17610
124997,WDR81,17611
125,ADH1B,106
125058,TBC1D16,17613
125061,AFMID,17614
125113,KRT222,17616
125115,KRT40,17617
125150,ZSWIM7,17619
125170,MIEF2,17621
125228,FAM210A,17624
125336,LOXHD1,17626
125476,INO80C,17628
125488,TTC39C,17629
125893,ZNF816,17632
1259,CNGA1,1018
125919,ZNF543,17633
125950,RAVER1,17635
125963,OR1M1,17638
125988,MICOS13,17642
126,ADH1C,107
126003,TRAPPC5,17644
126006,PCP2,17645
126014,OSCAR,17646
126017,ZNF813,17647
126070,ZNF440,17652
126074,SWSAP1,17653
126119,JOSD2,17655
126129,CPT1C,17657
126133,ALDH16A1,17658
126204,NLRP13,17661
126208,ZNF787,17664
126259,TMIGD2,17669
126282,TNFAIP8L1,17671
126298,IRGQ,17673
126299,ZNF428,17674
126306,JSRP1,17675
126308,MOB3A,17676
126321,MFSD12,17677
126326,GIPC3,17678
126328,NDUFA11,17679
126353,MISP,17680
126364,LRRC25,17681
126374,WTIP,17683
126375,ZNF792,17684
126382,NR2C2AP,17685
126393,HSPB6,17686
1264,CNN1,1023
126410,CYP4F22,17688
126432,RINL,17689
126433,FBXO27,17690
1265,CNN2,1024
126526,C19orf47,17693
126549,ANKLE1,17696
126567,C2CD4C,17697
1266,CNN3,1025
126626,GABPB2,17699
126637,TCHHL1,17700
126638,RPTN,17701
126669,SHE,17704
126695,KDF1,17705
1267,CNP,1026
126731,CCSAP,17706
126789,PUSL1,17709
126792,B3GALT6,17710
1268,CNR1,1027
126820,DNAI3,17712
126823,KLHDC9,17713
126859,AXDND1,17715
126917,IFFO2,17718
126969,SLC44A3,17720
127,ADH4,108
127002,ATXN7L2,17722
127003,CFAP276,17723
127018,LYPLAL1,17725
1271,CNTFR,1030
1272,CNTN1,1031
127253,TYW3,17738
127254,ERICH3,17739
127262,TPRG1L,17741
127281,PRXL2B,17742
127294,MYOM3,17743
127428,TCEANC2,17750
127435,PODN,17751
127544,RNF19B,17756
127602,DNAH14,17760
127665,ZNF648,17764
127687,C1orf122,17767
1277,COL1A1,1033
127700,OSCP1,17768
127707,KLHDC7A,17770
127733,UBXN10,17772
127795,C1orf87,17773
1278,COL1A2,1034
127829,ARL8A,17774
127833,SYT2,17775
127943,FCRLB,17779
128,ADH5,109
1280,COL2A1,1036
128061,C1orf131,17781
128077,LIX1L,17782
1281,COL3A1,1037
128178,EDARADD,17786
1282,COL4A1,1038
128239,IQGAP3,17791
128240,NAXE,17792
128272,ARHGEF19,17793
128308,MRPL55,17794
128312,H2BC26,17795
128338,DRAM2,17797
128387,TATDN3,17807
1284,COL4A2,1040
128434,VSTM2L,17810
128486,FITM2,17814
1285,COL4A3,1041
128553,TSHZ2,17819
1286,COL4A4,1042
128611,ZNF831,17823
128637,TBC1D20,17825
1287,COL4A5,1043
128710,SLX4IP,17832
1288,COL4A6,1044
128866,CHMP4B,17853
128869,PIGU,17854
128876,FAM83C,17856
1289,COL5A1,1045
128977,C22orf39,17859
128989,TANGO2,17860
1290,COL5A2,1046
129049,SGSM1,17864
129080,EMID1,17865
1291,COL6A1,1047
129138,ANKRD54,17867
1292,COL6A2,1048
129285,PPP1R21,17868
1293,COL6A3,1049
1294,COL7A1,1050
129401,NUP35,17871
129446,XIRP2,17873
129450,TYW5,17874
1295,COL8A1,1051
129531,MITD1,17878
129563,DIS3L2,17880
1296,COL8A2,1052
129607,CMPK2,17881
129642,MBOAT2,17882
129684,CNTNAP5,17884
129685,TAF8,17885
1297,COL9A1,1053
1298,COL9A2,1054
129804,FBLN7,17887
129807,NEU4,17888
129831,RBM45,17889
129868,TRIM43,17892
129880,BBS5,17894
129881,CFAP210,17895
1299,COL9A3,1055
13,AADAC,8
130,ADH6,110
1300,COL10A1,1056
130026,ICA1L,17897
130074,FAM168B,17898
1301,COL11A1,1057
130120,REG3G,17901
130132,RFTN2,17902
130162,CLHC1,17903
1302,COL11A2,1058
130271,PLEKHH2,17905
1303,COL12A1,1059
130340,AP1S3,17906
130355,C2orf76,17907
130367,SGPP2,17908
1305,COL13A1,1060
130507,UBR3,17914
130535,KCTD18,17915
130557,ZNF513,17917
130576,LYPD6B,17920
130589,GALM,17921
1306,COL15A1,1061
130617,ZFAND2B,17923
1307,COL16A1,1062
130733,TMEM178A,17927
1308,COL17A1,1063
130813,C2orf50,17932
130814,SLC66A3,17933
130888,FBXO36,17937
130916,MTERF4,17938
131,ADH7,111
1310,COL19A1,1064
131034,CPNE4,17941
131076,MIX23,17944
1311,COMP,1065
131118,DNAJC19,17946
131177,FAM3D,17948
1312,COMT,1066
1314,COPA,1067
131405,TRIM71,17953
131450,CD200R1,17955
131474,CHCHD4,17956
1315,COPB1,1068
131544,CRYBG3,17958
131566,DCBLD2,17959
131578,LRRC15,17961
131583,FAM43A,17962
1316,KLF6,1069
131601,TPRA1,17963
1317,SLC31A1,1070
131870,NUDT16,17967
131873,COL6A6,17968
131965,METTL6,17973
132,ADK,112
132001,TAMM41,17975
132158,GLYCTK,17979
132160,PPM1M,17980
132204,SYNPR,17983
132299,OCIAD2,17987
132320,SCLT1,17988
132321,C4orf33,17989
132430,PABPC4L,17993
1326,MAP3K8,1074
132625,ZFP42,17996
132660,LIN54,17997
132671,SPATA18,17998
1327,COX4I1,1075
132720,FAM241A,18000
132724,TMPRSS11B,18001
132789,GNPDA2,18002
132864,CPEB2,18005
132884,EVC2,18006
1329,COX5B,1076
132949,AASDH,18008
133,ADM,113
133015,PACRGL,18011
133121,ENPP6,18015
133308,SLC9B2,18018
133383,SETD9,18020
133396,IL31RA,18021
133418,EMB,18022
133558,MROH2B,18026
133584,EGFLAM,18028
133619,PRRC1,18031
133686,NADK2,18033
133690,CAPSL,18035
1337,COX6A1,1082
133746,JMY,18036
133957,CCDC127,18042
134,ADORA1,114
1340,COX6B1,1085
134145,ATPSCKMT,18048
134147,CMBL,18049
134218,DNAJC21,18051
134265,AFAP1L1,18052
134266,GRPEL2,18053
134353,LSM11,18056
134359,POC5,18057
134429,STARD4,18059
134430,WDR36,18060
134492,NUDCD2,18063
1345,COX6C,1088
134510,UBLCP1,18065
134548,SOWAHA,18067
134549,SHROOM1,18068
134553,C5orf24,18069
1346,COX7A1,1089
134637,ADAT2,18070
1347,COX7A2,1090
134728,IRAK1BP1,18072
134829,CLVS2,18074
1349,COX7B,1092
134957,STXBP5,18077
1350,COX7C,1093
1351,COX8A,1094
135112,NCOA7,18079
135114,HINT3,18080
135138,PACRG,18081
135154,SDHAF4,18083
135228,CD109,18084
135293,PM20D2,18087
135295,SRSF12,18088
1353,COX11,1096
135398,C6orf141,18089
135458,HUS1B,18090
1355,COX15,1097
1356,CP,1098
135656,MUCL3,18092
1357,CPA1,1099
1358,CPA2,1100
135892,TRIM50,18094
1359,CPA3,1101
1360,CPB1,1102
136051,ZNF786,18103
1361,CPB2,1103
1362,CPD,1104
136227,COL26A1,18105
136288,C7orf57,18109
1363,CPE,1105
136319,MTPN,18112
1364,CLDN4,1106
1365,CLDN3,1107
1366,CLDN7,1108
136647,MPLKIP,18117
1368,CPM,1109
1369,CPN1,1110
1370,CPN2,1111
137075,CLDN23,18122
1371,CPOX,1112
1373,CPS1,1113
137392,CIBAR1,18129
1374,CPT1A,1114
137492,VPS37A,18131
1375,CPT1B,1115
1376,CPT2,1116
137682,NDUFAF6,18133
137695,TMEM68,18134
137797,LYPD2,18136
1378,CR1,1117
137872,ADHFE1,18140
137886,UBXN2B,18141
137902,PXDNL,18142
137964,GPAT4,18143
1380,CR2,1119
138009,DCAF4L2,18146
138046,RALYL,18147
138050,HGSNAT,18148
1381,CRABP1,1120
138151,NACC2,18150
138162,PIERCE1,18152
138199,CARNMT1,18153
1382,CRABP2,1121
138241,C9orf85,18156
138311,DIPK1B,18159
1384,CRAT,1122
138428,PTRH1,18161
138474,TAF1L,18163
1385,CREB1,1123
1386,ATF2,1124
138639,PTPDC1,18164
1387,CREBBP,1125
138716,RPP25L,18168
1388,ATF6B,1126
1390,CREM,1128
139065,SLITRK4,18185
139081,MAGEC3,18187
139135,PASD1,18189
139170,DCAF12L1,18191
139189,DGKK,18192
1392,CRH,1129
139212,DNAAF6,18194
139231,FAM199X,18196
139285,AMER1,18198
1393,CRHBP,1130
139322,APOOL,18199
139341,FUNDC1,18202
139596,UPRT,18215
1396,CRIP1,1133
139604,MAGEB16,18217
1397,CRIP2,1134
139716,GAB3,18220
139728,PNCK,18221
139735,ZFP92,18222
1398,CRK,1135
139804,RBMXL3,18227
139818,DOCK11,18228
139886,SPIN4,18229
1399,CRKL,1136
14,AAMP,9
1400,CRMP1,1137
140032,RPS4Y2,18234
1401,CRP,1138
1404,HAPLN1,1139
140432,RNF113B,18241
140453,MUC17,18243
140459,ASB6,18247
140460,ASB7,18248
140461,ASB8,18249
140462,ASB9,18250
140465,MYL6B,18252
140467,ZNF358,18253
140469,MYO3B,18255
140564,APOBEC3D,18258
140576,S100A16,18259
140578,CHODL,18260
140597,TCEAL2,18262
140606,SELENOM,18264
140609,NEK7,18265
140612,ZFP28,18266
140625,ACTRT2,18268
140679,SLC32A1,18272
140685,ZBTB46,18275
140688,NOL4L,18278
140689,CBLN4,18279
140690,CTCFL,18280
140699,MROH8,18286
1407,CRY1,1141
140706,CCM2L,18289
140707,BRI3BP,18290
140710,SOGA1,18291
140730,RIMS4,18300
140733,MACROD2,18303
140735,DYNLL2,18304
140739,UBE2F,18306
140767,NRSN1,18322
140775,SMCR8,18325
1408,CRY2,1142
140801,RPL10L,18326
140803,TRPM6,18328
140807,KRT72,18330
140809,SRXN1,18331
140823,ROMO1,18333
140831,ZSWIM3,18336
140836,BANF2,18339
140838,NANP,18340
140883,ZNF280B,18357
140885,SIRPA,18358
140886,PABPC5,18359
140890,SREK1,18360
140893,RBBP8NL,18362
140901,STK35,18365
141,ADPRH,119
1410,CRYAB,1144
1412,CRYBA2,1146
1414,CRYBB1,1148
142,PARP1,120
1420,CRYGC,1154
142678,MIB2,18372
142679,DUSP19,18373
142683,ITLN2,18375
1427,CRYGS,1158
1428,CRYM,1159
142827,ACSM6,18380
142891,SAMD8,18381
1429,CRYZ,1160
142940,TRUB1,18384
143,PARP4,121
143098,MPP7,18385
1431,CS,1162
143187,VTI1A,18387
1432,MAPK14,1163
143279,HECTD2,18390
143282,FGFBP3,18391
143384,CACUL1,18395
1434,CSE1L,1164
143458,LDLRAD3,18397
143471,PSMA8,18398
1435,CSF1,1165
1436,CSF1R,1166
143684,FAM76B,18410
143686,SESN3,18411
1438,CSF2RA,1168
143872,ARHGAP42,18413
143879,KBTBD3,18414
143884,CWF19L2,18415
143888,POGLUT3,18416
1439,CSF2RB,1169
143903,LAYN,18417
143941,TTC36,18418
144097,SPINDOC,18419
144100,PLEKHA7,18420
144108,SPTY2D1,18422
144132,DNHD1,18426
144165,PRICKLE1,18427
144193,AMDHD1,18428
144195,SLC2A14,18429
144233,BCDIN3D,18431
144245,ALG10B,18432
144347,RFLNA,18434
144348,ZNF664,18435
144363,ETFRF1,18437
144402,CPNE8,18439
144404,TMEM120B,18440
144406,CFAP251,18441
144455,E2F7,18445
1445,CSK,1175
144501,KRT80,18448
144535,CFAP54,18449
144568,A2ML1,18450
144577,KICS2,18452
144699,FBXL14,18456
1447,CSN2,1177
144717,PHETA1,18459
1448,CSN3,1178
144811,LACC1,18464
144983,HNRNPA1L2,18469
145173,B3GLCT,18471
1452,CSNK1A1,1179
145226,RDH12,18475
145258,GSC,18479
145282,MIPOL1,18483
1453,CSNK1D,1180
145389,SLC38A6,18487
1454,CSNK1E,1181
145482,PTGR2,18492
1455,CSNK1G2,1182
145508,CEP128,18497
145553,MDP1,18498
145567,TTC7B,18499
145581,LRFN5,18500
1456,CSNK1G3,1183
1457,CSNK2A1,1184
145773,FAM81A,18507
145781,GCOM1,18508
145853,C15orf61,18515
145864,HAPLN3,18517
1459,CSNK2A2,1185
145942,TMCO5A,18519
1460,CSNK2B,1186
146050,ZSCAN29,18524
146057,TTBK2,18526
146059,CDAN1,18527
146177,VWA3A,18530
146183,OTOA,18531
146198,ZFP90,18532
1462,VCAN,1187
146206,CARMIL2,18533
146223,CMTM4,18535
1463,NCAN,1188
146310,RNF151,18540
146330,FBXL16,18542
146395,GSG1L,18545
1464,CSPG4,1189
146434,ZNF597,18548
146439,BICDL2,18549
146456,TMED6,18550
1465,CSRP1,1190
146542,ZNF688,18555
146556,C16orf89,18557
146562,DNAAF8,18558
1466,CSRP2,1191
146691,TOM1L2,18560
146705,TEPSIN,18561
146712,B3GNTL1,18562
146713,RBFOX3,18563
146722,CD300LF,18564
146754,DNAH2,18566
146760,RTN4RL1,18567
1468,SLC25A10,1193
146845,CFAP52,18573
146849,CCDC42,18574
146850,PIK3R6,18575
146857,SLFN13,18578
146862,UNC45B,18580
1469,CST1,1194
146909,KIF18B,18583
146923,RUNDC1,18584
146956,EME1,18585
1470,CST2,1195
147007,TMEM199,18587
147015,DHRS13,18589
1471,CST3,1196
147111,NOTUM,18593
147138,TMC8,18594
147179,WIPF2,18598
147183,KRT25,18599
1472,CST4,1197
1473,CST5,1198
147339,C18orf25,18606
147372,CCBE1,18607
147381,CBLN2,18608
1474,CST6,1199
147407,SLC25A52,18609
147409,DSG4,18610
147463,ANKRD29,18612
147495,APCDD1,18614
1475,CSTA,1200
1476,CSTB,1201
147645,VSIG10L,18616
147657,ZNF480,18619
147658,ZNF534,18620
147686,ZNF418,18625
147687,ZNF417,18626
147694,ZNF548,18627
1477,CSTF1,1202
147700,KLC3,18629
147746,HIPK4,18636
147798,TMC4,18637
1478,CSTF2,1203
147807,ZNF524,18639
147808,ZNF784,18640
147837,ZNF563,18641
147841,SPC24,18642
1479,CSTF3,1204
147906,DACT3,18644
147912,SIX5,18645
147923,ZNF420,18647
147929,ZNF565,18648
147965,FAM98C,18653
147991,DPY19L3,18655
148003,LGALS16,18656
148014,TTC9B,18657
148022,TICAM1,18658
148113,CILP2,18663
148137,PROSER3,18664
148170,CDC42EP5,18667
148198,ZNF98,18669
1482,NKX2-5,1207
148203,ZNF738,18670
148206,ZNF714,18671
148223,C19orf25,18673
148229,ATP8B3,18674
148252,DIRAS1,18676
148266,ZNF569,18678
148268,ZNF570,18679
148281,SYT6,18680
148327,CREB3L4,18683
148362,BROX,18686
148398,SAMD11,18687
148418,SAMD13,18689
148423,C1orf52,18690
148479,PHF13,18692
1485,CTAG1B,1210
148534,TLCD4,18694
148581,UBE2U,18696
1486,CTBS,1211
1487,CTBP1,1212
148741,ANKRD35,18703
148789,B3GALNT2,18706
1488,CTBP2,1213
148808,MFSD4A,18707
148811,PM20D1,18708
148823,GCSAML,18710
148867,SLC30A7,18712
1489,CTF1,1214
148932,MOB3C,18716
1490,CCN2,1215
149041,RC3H1,18720
149076,ZNF362,18723
1491,CTH,1216
149111,CNIH3,18726
149175,MANEAL,18728
149345,SHISA4,18733
149371,EXOC8,18734
149428,BNIPL,18737
149465,CFAP57,18739
149466,C1orf210,18740
1495,CTNNA1,1218
1496,CTNNA2,1219
149603,RNF187,18747
149628,PYHIN1,18749
1499,CTNNB1,1222
149951,COMMD7,18765
149954,BPIFB4,18766
149986,LSM14B,18767
150,ADRA2A,127
1500,CTNND1,1223
150094,SIK1,18774
1501,CTNND2,1224
150209,AIFM3,18783
150223,YDJC,18785
150274,HSCB,18788
150275,CCDC117,18789
1503,CTPS1,1225
150353,DNAJB7,18795
150356,CHADL,18796
150368,PHETA2,18798
150372,NFAM1,18799
150383,CDPF1,18802
1504,CTRB1,1226
150465,TTL,18805
150468,CKAP2L,18806
150472,ZNG1B,18807
150483,TEKT4,18809
150572,SMYD1,18814
1506,CTRL,1227
150678,COPS9,18820
150684,COMMD1,18822
150696,PROM2,18823
150726,FBXO41,18825
150737,TTC30B,18826
150786,RAB6D,18831
1508,CTSB,1228
150864,FAM117B,18832
1509,CTSD,1229
150946,GAREM2,18836
150962,PUS10,18838
1510,CTSE,1230
151011,SEPTIN10,18842
151050,KANSL1L,18843
151056,PLB1,18844
1511,CTSG,1231
151126,ZNF385B,18847
151188,ARL6IP6,18851
151194,METTL21A,18852
151195,CCNYL1,18853
1512,CTSH,1232
151242,PPP1R1C,18856
151246,SGO2,18857
151254,C2CD6,18858
1513,CTSK,1233
151313,FAHD2B,18865
151354,LRATD1,18867
151393,RMDN2,18868
1514,CTSL,1234
151449,GDF7,18869
1515,CTSV,1235
151507,MSL3P1,18875
151516,ASPRV1,18876
151525,WDSUB1,18877
151556,GPR155,18880
151613,TTC14,18882
151636,DTX3L,18883
151648,SGO1,18886
151651,EFHB,18888
151742,PPM1L,18890
151835,CPNE9,18895
151887,CCDC80,18899
1519,CTSO,1238
151903,CCDC12,18901
151963,MB21D2,18902
151987,PPP4R2,18903
1520,CTSS,1239
152002,XXYLT1,18904
152007,GLIPR2,18906
1521,CTSW,1240
152100,CMC1,18913
152137,CCDC50,18917
152185,SPICE1,18919
152189,CMTM8,18920
1522,CTSZ,1241
152206,CCDC13,18922
152217,NCBP2AS2,18923
152273,FGD5,18925
1523,CUX1,1242
152330,CNTN4,18928
1524,CX3CR1,1243
152404,IGSF11,18929
152485,ZNF827,18931
1525,CXADR,1244
152503,SH3D19,18932
152518,NFXL1,18933
152519,NIPAL1,18934
